consistent	adj. 一致的
varve	n. [地质]纹泥
feathery	adj. 生有羽毛的,柔软如羽毛的
churn	v. 搅拌, 搅动
awhile	adv. 片刻, 一会儿
proudly	adv. 骄傲地
oilskin	n. 油布, 防水布
unnoticed	adj. 不被注意的, 被忽视的
thunderous	adj. 打雷的, 雷鸣般的
faraway	adj. 遥远的
ploy	n. 花招，手段
noisily	adv. 吵闹地
squeak	n. 吱吱声 v. 吱吱叫
crouch	v. 蜷缩, 蹲伏
heroism	n. 英雄品质, 英雄主义
inconspicuously	adv. 难以觉察地, 不显著地
matron	n. 主妇；护士长
stratagem	n. 战略, 计谋
vole	n. 田鼠
mimic	v. 模仿, 模拟
unmanageable	adj. 难处理的, 难控制的
rivet	n. 铆钉  v固定
hairy	adj. 毛发的，多毛的
flyway	n. 候鸟迁徙所经的路径
nozzle	n. 管口, 喷嘴
bonanza	n. 走运，发财
overburden	v. 装载过多, 负担过多
lavish	adj. 无节制的；浪费的 vt慷慨给予，挥霍
bravery	n. 勇敢
creek	n. 小溪, 小河,
waster	n. 挥霍者, 废品
Stamford	n. 斯坦福德[美国康涅狄格州西南部城市]
trapper	n. 捕兽者, 捕捉器
romantically	adv. 浪漫地, 空想地
sonic	adj. 音速的
enthusiast	n. 热心家, 狂热者
smoothly	adv. 平稳地
gingham	n. 条纹棉布
shoeshine	n. 鞋油, 擦皮鞋
politely	adv. 有礼貌地
modestly	adv. 谨慎地, 适当地
confluence	n. 汇合
crunch	vi&n. 嘎吱嘎吱地响(声)
juggle	v&n. 玩杂耍
mormon	n. 摩门教徒, 一夫多妻主义者
atheist	n. 无神论者
trestle	n. 架柱, 支架
ravine	n. 沟壑, 峡谷
spidery	adj. 蜘蛛(网)一般的, 细长足的
wildcatter	n. 投机份子
onlooker	n. 旁观者
folly	n. 愚蠢, 荒唐事
trespasser	n. 侵入者, 侵犯者
waxes	n. 蜡，蜂蜡 vt给…上蜡
refiner	n. 精炼者, 精炼机
richly	adv. 富裕地, 丰富地
remodel	v. 重新塑造, 改造
kier	n. 漂煮锅
seepage	n. 渗流, 渗出的量
ponytail	n. 马尾辫(一种发型)
disuse	n&v. 废弃, 废止
adequately	adv. 充分地
facsimile	n. 摹写, 传真
unproductive	adj. 不生产的, 徒劳的
methodical	adj. 有条理的，井然的
bike	n. 脚踏车, 自行车
unnoticeable	adj. 不引人注意的(
termination	n. 终止
irreparable	adj. 无法修复的，不能挽回的
birthright	n. 生来就有的权利, 长子继承权
fruitless	adj. 不结果实的
conscription	n. 征召
aloof	adj. 冷漠的
delectable	adj. 使人愉快的
hatchery	n. 孵卵所
doggedly	adv. 固执地, 顽强地
depot	n. 贮藏所, 仓库
Minnesota	n. 明尼苏达州(美国州名)
truck	n. 卡车, 敞棚货车
phonetic	adj. 语音的,语音学的
chic	adj. 别致的, 时髦的
slapstick	n. 闹剧, 趣剧
hairdo	n. 发型
maraca	n. [音]沙球
beater	n. 搅拌器
craze	n. 狂热
synthesizer	n. 综合者, [电子]合成器
blip	n. （在雷达屏幕显示出的）物体光点, 尖音信号
indiscernible	adj. 看不清的
lopsided	adj. 倾向一方的, 不平衡的
hippopotamus	n. 河马
tapir	n. [动]貘
horsefly	n. 马蝇
nonelectronic	adj. 非电子的
vestige	n. 痕迹
reverently	adv. 恭敬地, 虔诚地
homeless	adj. 无家的, 无家可归的
mystify	v. 迷惑
mesmerize	v. 施催眠术
undifferentiated	adj. 无差别的, 一致的
gravitation	n. 地心吸力, 引力作用
springtime	n. 春天, 春季
sled	n. (小)雪撬
swampy	adj. 沼泽的，似沼泽的
pickaxe	n. 鹤嘴锄, 手镐
taint	v. 感染 n污点
pestilential	adj. 引起瘟疫的, 有害的
miasmic	adj. 毒气的, 瘴气的
onstage	adj. 台上的,舞台表演区的
holm	n. (河，湖中的)小岛
anymore	adv. 不再, 再也不
trainload	n. 装载量, 列车载重
ziggurat	n. 古代亚述及巴比伦之金字形神塔(顶上有神殿)
shapeless	adj. 不成形的, 无定形的
troupe	n. 剧团
postmodern	adj. 后现代主义的
expressionless	adj. 无表情的
foghorn	n. [航海]雾角,尖而响的声音
majestic	adj. 雄伟的，壮丽的
viennese	n&a. 维也纳人（语）(的)
commissioner	n. 委员, 专员
plum	n. [植] 李子, 洋李
seaman	n. 海员, 水手
stilt	n. 高跷, 支柱
stele	n. 石碑,  匾额
chronology	n. 年代学, 年表
colorfully	adj. 华美的, 富有色彩的
eminence	n. 出众, 显赫
beacon	n. 信号灯，闪光灯
stubbornness	n. 倔强, 顽强
prearrange	v. 预先安排
softball	n. 垒球运动, 垒球
Shakespeare	n. 莎士比亚(1564-1616,英国剧作家,诗人)
cither	n. 齐特拉琴(古希腊一种类似竖琴的古乐器)
modernistic	adj. 现代的, 现代主义的
wick	n. 蜡烛心, 灯芯
corp	n. 公司
sturdiness	n. 强健, 雄壮, 坚固
wicker	n. 柳条 a柳条制的
austere	adj. 简朴的, 严厉的
nationwide	adj. 全国性的
astrological	adj. 占星的, 占星术的
mirage	n. 海市蜃楼,幻想
repertory	n. 仓库
nearness	n. 靠近, 接近
pavlova	n. 奶油水果蛋白饼
schoolroom	n. 教室
helpless	adj. 无助的,没用的
grandparents	n. 外祖父母, 祖父母
fruitfulness	n. 多产, 肥沃
ignition	n. 点火, 点燃
midwestern	adj. 美国中西部的
interject	v. 插嘴, 突然插入
lightness	n. 轻盈, 灵活
idyllic	adj. 田园短诗的, 牧歌的
resonance	n. 共鸣,  反响
allegory	n. 寓言
pretense	n. 借口,伪装，自吹
gratuitous	adj. 无缘无故的；免费的
liveliness	n. 活泼
stench	n. 恶臭, 臭气
slime	n. 粘土, 粘液
tern	n. 三个一组, [鸟]燕鸥
starlike	adj. 星形的, 星般闪烁的
slimy	adj. 黏滑的, 卑劣的
storeroom	n. 储藏室, 库房
Oakland	n. 奥克兰(美国加利福尼亚州西部城市)
allude	v. 暗指，提及
sunburst	n. 从云隙射下的阳光
lordly	adj. 高贵的；高傲的
rebellious	adj. 反抗的，难控制的
disciple	n. 信徒, 弟子
tadpole	n. [动]蝌蚪
propensity	n. 倾向
wildflower	n. 野花
stifle	v. 窒息, 抑制
sufficiency	n. 充足；充裕
foray	v&n. 突袭，偷袭
lacquer	n. 漆, 漆器
gobi	n. 戈壁
academically	adv. 学业上
summarization	n. 摘要, 概要
haphazardly	adv. 不规则地, 随意地
geometrically	adv. 成几何级数(图形)地
solidly	adv. 坚硬地, 稳固地
embroider	v. 刺绣，修饰
drugstore	n. 药房, 杂货店
speckle	n. 小斑点  vt点缀
gentlemanly	adj. 绅士派头的
override	v. 不顾，否决
citadel	n. 根据地, 大本营
fresher	n. 大学一年级新生, 新鲜人
postgraduate	n. 研究生
manifesto	n. 宣言, 声明
endear	v. 使亲密
participator	n. 参加者
trespass	n&v. 侵犯，擅自进入
darn	v. 缝补，补缀
cheerless	adj. 不快活的
sovereignty	n. 君主, 主权
renunciation	n. 放弃，抛弃
Calvinist	n. 加尔文教徒(见Calvin)
sociability	n. 好交际,善于交际
frivolity	n. 轻薄,轻浮
womanhood	n. 女人,女人气质
patriarchal	adj. 家长的, 族长的
disinterest	n. 无兴趣, 不关心
luce	n. 一种成鱼
writhe	v. 翻滚，扭动
radish	n. [植]萝卜
ventilation	n. 通风, 流通空气
babble	v. 说蠢话，牙牙学语
belle	n. 美女
fragility	n. 脆弱, 虚弱
innocence	n. 清白
nonconformity	n. 不信奉国教
willingly	adv. 自动地, 欣然地
fervor	n. 热情, 热烈
rosy	adj. 蔷薇色的, 玫瑰红色的
telecommuter	n. 远程工作者
seduce	v. 勾引；引诱
programmer	n. 程序师, 程序规划员
paycheck	n. 薪水支票, 工资
solitude	n. 孤独
chary	adj. 小心的，审慎的
farmhand	n. 农业工人，农场工人
tardiness	n. 缓慢
harvester	n. 收割机
reliant	adj. 信赖的, 依靠的
transpose	v. 调换, 颠倒顺序
culturally	adv. 人文地, 文化地
iconographic	adj. 肖像的, 图像材料的
earnestness	n. 坚定, 认真
folkloric	adj. 民间传说的, 民俗的
vibrant	adj. 震动的；明亮的
coherence	n. 一致
reprieve	n& v. 缓刑，暂时解救
malfunction	n. 故障
introspective	adj. 反省的
etching	n. 蚀刻版画
gouache	n. 树胶水彩画
frisky	adj. 活泼的, 欢闹的
yelp	n. 咆哮
barrelful	n. 一桶之量, 大量
unwell	adj. 不舒服的
chaotically	adv. 浑沌地
fearsome	adj. 可怕的
scour	v. 四处搜索；洗涤
philology	n. 语言学, 文献学
unobservable	adj. 不可见的
sluggishly	adj. 缓慢的, 懒惰的
balsam	n. 香液
weightily	adv. 沉重地, 重要地
zoology	n. 动物学, 生态
horseback	n. 马背, 隆起的条状地带
replant	v. 再植, 改种
nonessential	adj. 非本质的
grammatical	adj. 语法的,合乎文法的
filmy	adj. 薄膜的, 朦胧的
pearly	adj. 珍珠似的
nationally	adv. 全国性地, 在全国范围内
listless	adj. 倦怠的, 冷漠的
aloft	adv. 在高处, 在上
hacienda	n. 庄园
vaguest	adj. 含糊的，不明确的
furnishing	n. 供给(装备)
oversight	n. 疏忽,  看管
stinger	n. 刺激者, 讽刺者
inundate	v. 淹没
dusty	adj. 满是灰尘的, 粉状的
luster	n. 光彩, 光泽
housewares	n. 家用器皿
drainpipe	n. 排水管
clayware	n. 黏土制品
weedy	adj. 杂草多的
mermaid	n. 美人鱼
hart	n. 雄赤鹿
plaza	n. 广场，集市
slay	v. 杀死，宰杀
falsely	adj. 虚伪地,  错误地
emergent	adj. 紧急的
landownership	n. 土地所有
metaphysical	adj. 形而上学的, 纯粹哲学的
joyous	adj. 快乐的, 高兴的
forceful	adj. 有力的, 强烈的
epithet	n. 绰号, 称号
collapsible	adj. 可折叠的;可拆卸的
scruffy	adj. 肮脏的，不洁的
derisive	adj. 嘲笑的
messy	adj. 肮脏的, 凌乱的
fragmentary	adj. 由碎片组成的
oxidizable	adj. 可氧化的
difluoride	n. 二氟化物
zirconium	n. 锆
relict	n. 残遗物
effortlessly	adv. 毫不费力地, 轻易地
defensible	adj. 可防御的
idealistic	adj. 理想主义的, 空想的
blister	n. 水泡
statuette	n. 小雕像
featureless	adj. 无特色的, 平凡的
creed	n. 信条
scraggly	adj. 零乱的, 锯齿状的
slapdash	adj. 匆促的
shrubby	adj. 灌木的
impinge	v. 撞击
scrubbiness	adj. 褴褛的,灌木丛生的
flavin	n. [化]黄素, 四羟酮醇
mountainside	n. 山腹, 山腰
sunbaked	adj. 晒干的
alumina	n. [化]氧化铝(亦称矾土)
hairlike	adj. 毛一般的, 细微的
coating	n. 被覆, 衣料
wee	adj. 很少的, 微小的
rationalism	n. 理性主义, 唯理论
worthiness	n. 价值,值得
moralistic	adj. 狭隘道德观的, 说教的
syntax	n. 语法, 句法
loudness	n. 大声, 喧闹
playful	adj. 爱玩耍的；幽默的
discontinuity	n. 不连续, 中断
prosaic	adj. 单调乏味的,平淡的
shroud	n. 裹尸布, 寿衣 v. 用裹尸布裹, 遮蔽
landholder	n. 地主, 土地拥有者
workable	adj. 可经营的, 可使用的
moralism	n. 道德主义, 说教
dune	n. 沙丘
monarchy	n. 君主政体, 君主国
nationalism	n. 民族主义, 国家主义
flowerpot	n. 花盆, 花钵
resale	n. 再贩卖, 转售
centralization	n. 集中, 中央集权化
profusion	n. 丰富
seacoast	n. 海滨
lush	adj. 茂盛的, 丰富的
pesky	adj. 讨厌的，烦人的
overtone	n. 寓意；眩外音；暗示
purposefully	adv. 有目的地, 蓄意地
dislodge	v. 驱逐
lint	n. 绷带用麻布
shortness	n. 短缺
domestically	adv. 家庭式地,国内地
behaviorist	n. 行为主义者, 行为科学家
newsworthy	adj. 有报导价值的
proficiently	adv. 熟练地
locomotor	adj. 运动的
wirephoto	n. 有线传真
attractively	adv. 有吸引力地，诱人地
snowy	adj. 雪的, 多雪的
comminute	v. 使成粉末,粉碎
indebted	adj. 受惠的, 负债的
cache	v. 贮藏，隐藏  n藏物处
germination	n. 萌芽, 发生
unseen	adj. 未见过的
cognition	n. 认识
forelimb	n. 前肢
limy	adj. 含石灰的, 石灰似的
lithographic	adj. 石版印刷的, 石版的
lagoon	n. 泻湖 礁湖
numeral	n. 数字
eloquently	adv. 雄辩地, 有口才地
extravagantly	adv. 挥霍无度地
crest	n. 浪尖, 冠
centrality	n. 中心, 中央
insatiable	adj. 不知足的, 贪求无厌的
procure	v. 获得, 取得
putrefaction	n. 腐败, 腐败物
pasteurization	n. 加热杀菌法, 巴斯德杀菌法
summertime	n. 夏季
meltdown	n. 彻底垮台
chlorate	n. [化]氯酸盐
stepper	n. 行走的人或动物, 跳舞者
supposition	n. 假定, 想象
smoothness	n. 平坦， 光滑
vertically	adv. 垂直地
dichotomy	n. 两分, 二分法
clipper	n. 大剪刀, 快速帆船修剪者
acoustical	adj. 听觉的, 声学的
kitchenware	n. 厨房用具
serviceable	adj. 有用地，耐用的
chalky	adj. 白垩的
Yorkshire	n. 约克郡,约克夏(英国英格兰原郡名)
renowned	adj. 有名的, 有声誉的
kinfolk	n. 亲属
nonliving	adj. 无生命的, 非活体的
impervious	adj. 不透的；不受影响的
deceptive	adj. 骗人的，造成假象的
wok	n. 锅，炒菜锅
lone	adj. 孤独的，寂寞的
dissenter	n. 持异议者
enure	v. 使习惯于 v. 变得更有利
unanimity	n. 全体一致
pedagogical	adj. 教学(法)的
hopper	n. 单足跳者
scientifically	adv. 科学地, 系统地
modus	n. 方法, 形式
laborsaving	adj. 节省劳力的;省力气的
spontaneity	n. 自发性
topical	adj. 有关时事的
ratchet	n. 棘轮, 棘齿
conduction	n. 传导
indefinitely	adv. 不确定地
unused	adj. 不用的；未消耗的
ala	n. (昆虫的)翼, 翅
terrifyingly	adv. 恐怖地
kinsman	n. 男性亲戚, 同族者
Norman	n&a. 法国诺曼第人(的)
chaste	adj. 贞洁的, 朴素的
sully	v. 玷污
mouldy	adj. 发霉的, 腐朽的, 旧式的
happily	adv. 幸福地, 愉快地
slothful	adj. 偷懒的
forefather	n. 祖先, 祖宗
soundly	adv. 完全地, 健全地
torpor	n. 麻木,不活泼
lull	v. 缓和 n暂时的平息
cementation	n. 粘固
anyway	adv. 无论如何, 总之
trumpeter	n. 喇叭手, 号兵
breathless	adj. 无声息的, 喘不过气来的
wingless	adj. 无翼的, 没有翅膀的
modal	adj. 模态的, 形态上的
sweaty	adj. 出汗的, 吃力的
brawl	v. 争吵, 怒骂
useable	adj. 可用的, 有效的
clockmaker	n. 制造或修理钟表者
linkage	n. 联接
multifunctional	adj. 多功能的
vigor	n. 精力, 活力
oust	v. 剥夺,取代,罢免
sage	adj. 智慧的  n智者
rejoin	v. 再结合, 再加入
debtor	n. 债务人
penal	adj. 刑事的
wrapper	n. 包装材料,包装纸
outright	adj. 直率的, 彻底的 ad直率地, 彻底地
orphanage	n. 孤儿院, 孤儿身份
florist	n. 种花人
daddy	n. 爸爸
eventual	adj. 最后的, 结局的
oft	adv. 常常, 再三
horde	n. 游牧部落
primer	n. 初级读本,原始物
revert	v. 回复
Dutchman	n. 荷兰人
salesperson	n. 售货员
pelt	n. 投掷, 毛皮 v剥的皮, 投掷
Lowa	n. 爱荷华州(美国中西部的一州)
pella	n. 斗篷
goldsmith	n. 金匠
woodblock	n. 木板 〈印〉木版
upwind	adj. 逆风的 ad逆风地
volatility	n. 挥发性
homesick	adj. 想家的,思乡病的
pike	n. 长枪, 梭子鱼 vt用矛刺穿
seaboard	n. 海岸, 沿海地方 a海滨的
corrosive	adj. 腐蚀的, 蚀坏的 n腐蚀物
rut	n. 定例, 惯例 v在形成车辙
tenuous	adj. 纤细的,稀薄的
guarantor	n. [律]保证人
omnipotent	adj. 全能的, 无所不能的
overland	adj. /ad经过陆地的, 陆上的
Interstate	adj. 州际的
carnation	n. 荷兰石竹, 康乃馨, 粉红色
sty	n. 猪栏 v住在猪圈里, 关入猪栏
oasis	n. (沙漠中)绿洲,舒适的地方
irregularly	adv. 不规则地,不整齐地
gregarious	adj. 社交的,群居的
pervasive	adj. 普遍的,深入的
uninhabitable	adj. 不适宜居住的
venom	n. (蛇的)毒液, 恶意 vt放毒, 使恶毒
placental	adj. 胎盘的 n有胎盘哺乳动物
spiny	adj. 多剌的, 剌状的
anteater	n. [动]食蚁动物
vagary	n. 奇特行为, 奇想
modulation	n. 调制
acoustic	adj. 有关声音的, 声学的
marsupial	n. 有袋动物 a有袋动物的
dwindle	v. 缩小
outpouring	n. 倾泄, 流出, 流露
beluga	n. (欧洲)白色大鳇鱼, 白鲸
insensitivity	n. 感觉迟钝,不灵敏性
anaerobic	adj. 厌氧的,厌气的
enrichment	n. 发财致富, 丰富, 肥沃
printmaker	n. 版画复制匠
lithography	n. 平版印刷术
rationale	n. 基本原理
serigraphy	n. 绢印, 绢网印艺术
chimp	n. (非洲)黑猩猩
waterworks	n. 自来水厂,供水系统
lieu	n. 场所
parkway	n. 公园道路, 驾车专用道路
serene	adj. 平静的 n宁静
boulevard	n. <美>林荫大道
omission	n. 冗长,疏漏
implementation	n. 执行
multipurpose	adj. 多种用途的, 多目标的
restful	adj. 宁静的
preexist	v. 先前存在
incipient	adj. 初期的,初始的
metamorphic	adj. 变质的,变性的
sidewalk	n. 人行道
libelous	adj. 诽谤的,损害名誉的
broker	n. 掮客, 经纪人
Washingtonian	n. /a(美国)华盛顿市(或州)人
sensationalism	n. 追求轰动效应, 感觉论
aromatic	adj. 芬芳的
unmistakable	adj. 明显的,不会弄错的
pollinate	v. 对授粉
runway	n. 飞机跑道, 斜坡跑道, 河道
irresistible	adj. 不可抵抗的,不能压制的
rampant	adj. 猖獗的, 蔓生的
crossbreed	n. [生物]杂种 v异种交配
intrusion	n. 闯入, 侵扰
inactivate	v. 使不活泼, 阻止活动
pollination	n. 授粉
recognizable	adj. 可辨认的,可认识的
unwillingly	adv. 不情愿地,勉强地
impartially	adv. 公平地,无私地
retrain	v. 重新教育, 再教育
irrationally	adv. 无理性地,不合理地
boon	n. 恩惠, 福利
unavoidably	adv. 不可避免地,不得已地
racetrack	n. (主要用于赛马, 赛狗的)跑道
inoffensive	adj. 不触犯人的,无害的
boomer	n. 生育高峰中出生的人
cynthia	n. 月亮女神, 月亮
struggler	n. 奋斗者,斗争者
impregnate	v. 使怀孕, 使受精 a怀孕的, 充满的
enthusiastically	adv. 热心地,满腔热情地
bequest	n. 遗产, 遗赠
childless	adj. 无儿女的
cuticle	n. 表皮,角质层
spiky	adj. 大钉似的, 尖刻的
waxy	adj. 象蜡的,苍白的, 柔软的,
unpalatable	adj. 味道差的,难吃的
epidermis	n. [生]表皮, 上皮
immobilize	v. 固定不动
deterrent	n. 威慑 a遏制的
infest	v. 骚扰,大批滋生
rancho	n. 大牧场(或大农场)工人住的棚屋
crayon	n. 有色粉笔, 蜡笔
unwary	adj. 粗心的, 不警惕的
sapiens	adj. （拉）现代人的
mastodon	n. [古生]乳齿象, 庞然大物
preeminent	adj. 卓越的
ingeniously	adv. 贤明地,有才能地
monochromatic	adj. 单色的
educable	adj. 可教育的, 可培养的
scam	n. 诡计 v诓骗
pin	n. 钉, 栓 vt钉住, 牵制
astute	adj. 机敏的, 狡猾的
emboss	v. 饰以浮饰, 使浮雕出来
embellish	v. 修饰
learner	n. 学习者, 初学者
unread	adj. 没有人看的, 无学问的
reinterpretation	n. 重新解释
postdate	v. 填迟的日期 n事后日期
mania	n. [医]颠狂, 狂躁, 癖好, 狂热
stash	v. 存放 n隐藏处
quarrelsome	adj. 喜欢吵架的,好争论的
speedy	adj. 快的, 迅速的
prepay	v. 预付
loathsome	adj. 讨厌的
counterfeit	n. 赝品  a伪造的 v伪造
sender	n. 寄件人,发送人
affix	v. 使附于, 粘贴 n[语]词缀
obsess	v. 迷住, 使困扰
demolish	v. 毁坏, 推翻, 粉碎
glaciate	v. 使结冰, 以冰(或冰河)覆盖
ambience	n. 周围环境, 气氛
frenzy	n. 狂暴, 狂怒 vt使发狂
melodrama	n. 情节剧
Cincinnati	n. 辛辛那提（美国俄亥俄州西南部城市）
trove	n. 被发现的东西, 收藏的东西
